VCU ID,vcu,State,completed
939,Cumberland,NC,0
940,Currituck,NC,0
941,Dare,NC,0
942,Davidson,NC,0
943,Davie,NC,0
944,Duplin,NC,0
945,Durham,NC,0
946,Edgecombe,NC,0
947,Forsyth,NC,0
948,Franklin,NC,0
949,Gaston,NC,0
950,Gates,NC,0
951,Graham,NC,0
952,Granville,NC,0
953,Greene,NC,0
954,Guilford,NC,0
955,Halifax,NC,0
956,Harnett,NC,0
957,Haywood,NC,0
958,Henderson,NC,0
959,Hertford,NC,0
960,Hoke,NC,0
961,Hyde,NC,0
962,Iredell,NC,0
963,Jackson,NC,0
964,Johnston,NC,0
965,Jones,NC,0
966,Lee,NC,0
967,Lenoir,NC,0
968,Lincoln,NC,0
969,Macon,NC,0
970,Madison,NC,0
971,Martin,NC,0
972,McDowell,NC,0
973,Mecklenburg,NC,0
974,Mitchell,NC,0
975,Montgomery,NC,0
976,Moore,NC,0
977,Nash,NC,0
978,New Hanover,NC,0
979,Northampton,NC,0
980,Onslow,NC,0
981,Orange,NC,0
982,Pamlico,NC,0
983,Pasquotank,NC,0
984,Pender,NC,0
985,Perquimans,NC,0
986,Person,NC,0
987,Pitt,NC,0
988,Polk,NC,0
989,Randolph,NC,0
990,Richmond,NC,0
991,Robeson,NC,0
992,Rockingham,NC,0
993,Rowan,NC,0
994,Rutherford,NC,0
995,Sampson,NC,0
996,Scotland,NC,0
997,Stanly,NC,0
998,Stokes,NC,0
999,Surry,NC,0
1000,Swain,NC,0
1001,Transylvania,NC,0
1002,Tyrrell,NC,0
1003,Union,NC,0
1004,Vance,NC,0
1005,Wake,NC,0
1006,Warren,NC,0
1007,Washington,NC,0
1008,Watauga,NC,0
1009,Wayne,NC,0
1010,Wilkes,NC,0
1011,Wilson,NC,0
1012,Yadkin,NC,0
1013,Yancey,NC,0
4568,Adams,ND,0
4569,Barnes,ND,0
4570,Benson,ND,0
4571,Billings,ND,0
4572,Bottineau,ND,0
4573,Bowman,ND,0
4574,Burke,ND,0
4575,Burleigh,ND,0
4576,Cass,ND,0
4577,Cavalier,ND,0
4578,Dickey,ND,0
4579,Divide,ND,0
4580,Dunn,ND,0
4581,Eddy,ND,0
4582,Emmons,ND,0
4583,Foster,ND,0
4584,Golden Valley,ND,0
4585,Grand Forks,ND,0
4586,Grant,ND,0
4587,Griggs,ND,0
4588,Hettinger,ND,0
4589,Kidder,ND,0
4590,LaMoure,ND,0
4591,Logan,ND,0
4592,McHenry,ND,0
4593,McIntosh,ND,0
4594,McKenzie,ND,0
4595,McLean,ND,0
4596,Mercer,ND,0
4597,Morton,ND,0
4598,Mountrail,ND,0
4599,Nelson,ND,0
4600,Oliver,ND,0
4601,Pembina,ND,0
4602,Pierce,ND,0
4603,Ramsey,ND,0
4604,Ransom,ND,0
4605,Renville,ND,0
4606,Richland,ND,0
4607,Rolette,ND,0
4608,Sargent,ND,0
4609,Sheridan,ND,0
4610,Sioux,ND,0
4611,Slope,ND,0
4612,Stark,ND,0
4613,Steele,ND,0
4614,Stutsman,ND,0
4615,Towner,ND,0
4616,Traill,ND,0
4617,Walsh,ND,0
4618,Ward,ND,0
4619,Wells,ND,0
4620,Williams,ND,0
787,Adams,OH,0
788,Allen,OH,0
789,Ashland,OH,0
790,Ashtabula,OH,0
791,Athens,OH,0
792,Auglaize,OH,0
793,Belmont,OH,0
794,Brown,OH,0
795,Butler,OH,0
796,Carroll,OH,0
797,Champaign,OH,0
798,Clark,OH,0
799,Clermont,OH,0
800,Clinton,OH,0
801,Columbiana,OH,0
802,Coshocton,OH,0
803,Crawford,OH,0
804,Cuyahoga,OH,0
805,Darke,OH,0
806,Defiance,OH,0
807,Delaware,OH,0
808,Erie,OH,0
809,Fairfield,OH,0
810,Fayette,OH,0
811,Franklin,OH,0
812,Fulton,OH,0
813,Gallia,OH,0
814,Geauga,OH,0
815,Greene,OH,0
816,Guernsey,OH,0
817,Hamilton,OH,0
818,Hancock,OH,0
819,Hardin,OH,0
820,Harrison,OH,0
821,Henry,OH,0
822,Highland,OH,0
823,Hocking,OH,0
824,Holmes,OH,0
825,Huron,OH,0
826,Jackson,OH,0
827,Jefferson,OH,0
828,Knox,OH,0
829,Lake,OH,0
830,Lawrence,OH,0
831,Licking,OH,0
832,Logan,OH,0
833,Lorain,OH,0
834,Lucas,OH,0
835,Madison,OH,0
836,Mahoning,OH,0
837,Marion,OH,0
838,Medina,OH,0
839,Meigs,OH,0
840,Mercer,OH,0
841,Miami,OH,0
842,Monroe,OH,0
843,Montgomery,OH,0
844,Morgan,OH,0
845,Morrow,OH,0
846,Muskingum,OH,0
847,Noble,OH,0
848,Ottawa,OH,0
849,Paulding,OH,0
850,Perry,OH,0
851,Pickaway,OH,0
852,Pike,OH,0
853,Portage,OH,0
854,Preble,OH,0
855,Putnam,OH,0
856,Richland,OH,0
857,Ross,OH,0
858,Sandusky,OH,0
859,Scioto,OH,0
860,Seneca,OH,0
861,Shelby,OH,0
862,Stark,OH,0
863,Summit,OH,0
864,Trumbull,OH,0
865,Tuscarawas,OH,0
866,Union,OH,0
867,Van Wert,OH,0
868,Vinton,OH,0
869,Warren,OH,0
870,Washington,OH,0
871,Wayne,OH,0
872,Williams,OH,0
873,Wood,OH,0
874,Wyandot,OH,0
2801,Pottawatomie,OK,0
2802,Johnston,OK,0
2803,McCurtain,OK,0
2804,Jefferson,OK,0
2805,Garvin,OK,0
2806,Carter,OK,0
2807,Love,OK,0
2808,Marshall,OK,0
2809,Stephens,OK,0
2810,McClain,OK,0
2811,Pontotoc,OK,0
2812,Coal,OK,0
2813,Bryan,OK,0
2814,Choctaw,OK,0
2815,Le Flore,OK,0
2816,Grady,OK,0
2817,Cleveland,OK,0
2818,Seminole,OK,0
2819,Hughes,OK,0
2820,Atoka,OK,0
2821,Pushmataha,OK,0
2822,Comanche,OK,0
2823,Cotton,OK,0
2824,Murray,OK,0
2825,Okfuskee,OK,0
2826,Pittsburg,OK,0
2827,Latimer,OK,0
2828,Tillman,OK,0
2829,Lincoln,OK,0
2830,McIntosh,OK,0
2831,Haskell,OK,0
2832,Jackson,OK,0
2833,Tulsa,OK,0
2834,Muskogee,OK,0
2835,Oklahoma,OK,0
2836,Sequoyah,OK,0
2837,Okmulgee,OK,0
2838,Harmon,OK,0
2839,Greer,OK,0
2840,Kiowa,OK,0
2841,Wagoner,OK,0
2842,Caddo,OK,0
2843,Canadian,OK,0
2844,Creek,OK,0
2845,Cherokee,OK,0
2846,Washita,OK,0
2847,Mayes,OK,0
2848,Adair,OK,0
2849,Pawnee,OK,0
2850,Rogers,OK,0
2851,Beckham,OK,0
2852,Delaware,OK,0
2853,Custer,OK,0
2854,Logan,OK,0
2855,Payne,OK,0
2856,Texas,OK,0
2857,Beaver,OK,0
2858,Woodward,OK,0
2859,Major,OK,0
2860,Dewey,OK,0
2861,Blaine,OK,0
2862,Kingfisher,OK,0
2863,Ellis,OK,0
2864,Roger Mills,OK,0
2865,Garfield,OK,0
2866,Noble,OK,0
2867,Washington,OK,0
2868,Cimarron,OK,0
2869,Harper,OK,0
2870,Woods,OK,0
2871,Alfalfa,OK,0
2872,Grant,OK,0
2873,Kay,OK,0
2874,Osage,OK,0
2875,Nowata,OK,0
2876,Craig,OK,0
2877,Ottawa,OK,0
2878,Curry,OR,0
2879,Josephine,OR,0
2880,Jackson,OR,0
2881,Marion,OR,0
2882,Linn,OR,0
2883,Klamath,OR,0
2884,Lake,OR,0
2885,Harney,OR,0
2886,Malheur,OR,0
2887,Coos,OR,0
2888,Deschutes,OR,0
2889,Clackamas,OR,0
2890,Douglas,OR,0
2891,Lane,OR,0
2892,Washington,OR,0
2893,Multnomah,OR,0
2894,Benton,OR,0
2895,Lincoln,OR,0
2896,Polk,OR,0
2897,Yamhill,OR,0
2898,Tillamook,OR,0
2899,Clatsop,OR,0
2900,Union,OR,0
2901,Baker,OR,0
2902,Columbia,OR,0
2903,Hood River,OR,0
2904,Jefferson,OR,0
2905,Crook,OR,0
2906,Wheeler,OR,0
2907,Grant,OR,0
2908,Umatilla,OR,0
2909,Wallowa,OR,0
2910,Wasco,OR,0
2911,Sherman,OR,0
2912,Gilliam,OR,0
2913,Morrow,OR,0
2914,Greene,PA,0
2915,Fayette,PA,0
2916,Franklin,PA,0
2917,York,PA,0
2918,Lancaster,PA,0
2919,Chester,PA,0
2920,Delaware,PA,0
2921,Philadelphia,PA,0
2922,Washington,PA,0
2923,Allegheny,PA,0
2924,Montgomery,PA,0
2925,Somerset,PA,0
2926,Bedford,PA,0
2927,Fulton,PA,0
2928,Westmoreland,PA,0
2929,Dauphin,PA,0
2930,Lebanon,PA,0
2931,Berks,PA,0
2932,Adams,PA,0
2933,Beaver,PA,0
2934,Cumberland,PA,0
2935,Lehigh,PA,0
2936,Schuylkill,PA,0
2937,Butler,PA,0
2938,Cambria,PA,0
2939,Blair,PA,0
2940,Juniata,PA,0
2941,Perry,PA,0
2942,Northumberland,PA,0
2943,Luzerne,PA,0
2944,Lawrence,PA,0
2945,Huntingdon,PA,0
2946,Snyder,PA,0
2947,Carbon,PA,0
2948,Northampton,PA,0
2949,Bucks,PA,0
2950,Mercer,PA,0
2951,Clarion,PA,0
2952,Armstrong,PA,0
2953,Indiana,PA,0
2954,Jefferson,PA,0
2955,Clearfield,PA,0
2956,Mifflin,PA,0
2957,Union,PA,0
2958,Montour,PA,0
2959,Sullivan,PA,0
2960,Wyoming,PA,0
2961,Lackawanna,PA,0
2962,Crawford,PA,0
2963,Venango,PA,0
2964,Forest,PA,0
2965,Elk,PA,0
2966,Centre,PA,0
2967,Lycoming,PA,0
2968,Columbia,PA,0
2969,Bradford,PA,0
2970,Pike,PA,0
2971,Monroe,PA,0
2972,Erie,PA,0
2973,Warren,PA,0
2974,McKean,PA,0
2975,Cameron,PA,0
2976,Clinton,PA,0
2977,Potter,PA,0
2978,Tioga,PA,0
2979,Susquehanna,PA,0
2980,Wayne,PA,0
2982,New Shoreham,RI,0
2983,Westerly,RI,0
2984,Charlestown,RI,0
2985,South Kingstown,RI,0
2986,Narragansett,RI,0
2987,North Kingstown,RI,0
2988,Newport,RI,0
2989,Hopkinton,RI,0
2990,Richmond,RI,0
2991,Warwick,RI,0
2992,Jamestown,RI,0
2993,Little Compton,RI,0
2994,East Greenwich,RI,0
2995,Exeter,RI,0
2996,West Warwick,RI,0
2997,Tiverton,RI,0
2998,West Greenwich,RI,0
2999,Middletown,RI,0
3000,Coventry,RI,0
3001,Cranston,RI,0
3002,Portsmouth,RI,0
3003,Scituate,RI,0
3004,Foster,RI,0
3005,Johnston,RI,0
3006,Providence,RI,0
3007,Bristol,RI,0
3008,Glocester,RI,0
3009,Smithfield,RI,0
3010,Burrillville,RI,0
3011,Barrington,RI,0
3012,Warren,RI,0
3013,North Smithfield,RI,0
3014,Lincoln,RI,0
3015,East Providence,RI,0
3016,North Providence,RI,0
3017,Woonsocket,RI,0
3018,Cumberland,RI,0
3019,Pawtucket,RI,0
3020,Central Falls,RI,0
3021,Jasper,SC,0
3022,Beaufort,SC,0
3023,Hampton,SC,0
3024,Colleton,SC,0
3025,Charleston,SC,0
3026,Bamberg,SC,0
3027,Dorchester,SC,0
3028,Berkeley,SC,0
3029,Allendale,SC,0
3030,Richland,SC,0
3031,Barnwell,SC,0
3032,Aiken,SC,0
3033,Lexington,SC,0
3034,Orangeburg,SC,0
3035,Williamsburg,SC,0
3036,Saluda,SC,0
3037,Calhoun,SC,0
3038,Georgetown,SC,0
3039,Edgefield,SC,0
3040,Clarendon,SC,0
3041,Florence,SC,0
3042,Horry,SC,0
3043,McCormick,SC,0
3044,Greenwood,SC,0
3045,Abbeville,SC,0
3046,Laurens,SC,0
3047,Sumter,SC,0
3048,Anderson,SC,0
3049,Marion,SC,0
3050,Dillon,SC,0
3051,Greenville,SC,0
3052,Spartanburg,SC,0
3053,Lee,SC,0
3054,Darlington,SC,0
3055,Marlboro,SC,0
3056,Union,SC,0
3057,Newberry,SC,0
3058,Fairfield,SC,0
3059,Kershaw,SC,0
3060,Chesterfield,SC,0
3061,Chester,SC,0
3062,Lancaster,SC,0
3063,Pickens,SC,0
3064,York,SC,0
3065,Oconee,SC,0
3066,Cherokee,SC,0
3067,Union,SD,0
3068,Fall River,SD,0
3069,Oglala Lakota,SD,0
3070,Bennett,SD,0
3071,Todd,SD,0
3072,Tripp,SD,0
3073,Gregory,SD,0
3074,Charles Mix,SD,0
3075,Bon Homme,SD,0
3076,Yankton,SD,0
3077,Clay,SD,0
3078,Minnehaha,SD,0
3079,Lincoln,SD,0
3080,Custer,SD,0
3081,Pennington,SD,0
3082,Douglas,SD,0
3083,Jackson,SD,0
3084,Mellette,SD,0
3085,Hutchinson,SD,0
3086,Turner,SD,0
3087,Jones,SD,0
3088,Brule,SD,0
3089,Hanson,SD,0
3090,McCook,SD,0
3091,Moody,SD,0
3092,Hughes,SD,0
3093,Lyman,SD,0
3094,Davison,SD,0
3095,Miner,SD,0
3096,Lake,SD,0
3097,Brookings,SD,0
3098,Stanley,SD,0
3099,Buffalo,SD,0
3100,Beadle,SD,0
3101,Kingsbury,SD,0
3102,Clark,SD,0
3103,Hamlin,SD,0
3104,Deuel,SD,0
3105,Sully,SD,0
3106,Codington,SD,0
3107,Grant,SD,0
3108,Lawrence,SD,0
3109,Haakon,SD,0
3110,Ziebach,SD,0
3111,Dewey,SD,0
3112,Aurora,SD,0
3113,Jerauld,SD,0
3114,Sanborn,SD,0
3115,Spink,SD,0
3116,Meade,SD,0
3117,Walworth,SD,0
3118,Edmunds,SD,0
3119,Potter,SD,0
3120,Hyde,SD,0
3121,Hand,SD,0
3122,Brown,SD,0
3123,Day,SD,0
3124,Roberts,SD,0
3125,Butte,SD,0
3126,Faulk,SD,0
3127,Harding,SD,0
3128,Perkins,SD,0
3129,Corson,SD,0
3130,Campbell,SD,0
3131,McPherson,SD,0
3132,Marshall,SD,0
3133,Shelby,TN,0
3134,Fayette,TN,0
3135,Hardeman,TN,0
3136,McNairy,TN,0
3137,Hardin,TN,0
3138,Lawrence,TN,0
3139,Giles,TN,0
3140,Moore,TN,0
3141,Grundy,TN,0
3142,Bledsoe,TN,0
3143,Maury,TN,0
3144,Hamilton,TN,0
3145,Lincoln,TN,0
3146,Coffee,TN,0
3147,Rutherford,TN,0
3148,Williamson,TN,0
3149,Chester,TN,0
3150,Bedford,TN,0
3151,Wayne,TN,0
3152,Marion,TN,0
3153,Sevier,TN,0
3154,Madison,TN,0
3155,Franklin,TN,0
3156,Loudon,TN,0
3157,Marshall,TN,0
3158,Davidson,TN,0
3159,Rhea,TN,0
3160,Anderson,TN,0
3161,Bradley,TN,0
3162,Blount,TN,0
3163,Knox,TN,0
3164,Polk,TN,0
3165,Wilson,TN,0
3166,McMinn,TN,0
3167,Cocke,TN,0
3168,Carroll,TN,0
3169,Sequatchie,TN,0
3170,Unicoi,TN,0
3171,Lauderdale,TN,0
3172,Dyer,TN,0
3173,Tipton,TN,0
3174,Haywood,TN,0
3175,Crockett,TN,0
3176,Henderson,TN,0
3177,Dickson,TN,0
3178,Meigs,TN,0
3179,Morgan,TN,0
3180,Cumberland,TN,0
3181,Washington,TN,0
3182,Carter,TN,0
3183,Decatur,TN,0
3184,Lewis,TN,0
3185,Humphreys,TN,0
3186,Gibson,TN,0
3187,Montgomery,TN,0
3188,Cheatham,TN,0
3189,Perry,TN,0
3190,Cannon,TN,0
3191,Smith,TN,0
3192,DeKalb,TN,0
3193,White,TN,0
3194,Warren,TN,0
3195,Trousdale,TN,0
3196,Van Buren,TN,0
3197,Union,TN,0
3198,Greene,TN,0
3199,Lake,TN,0
3200,Obion,TN,0
3201,Weakley,TN,0
3202,Henry,TN,0
3203,Hickman,TN,0
3204,Benton,TN,0
3205,Robertson,TN,0
3206,Sumner,TN,0
3207,Macon,TN,0
3208,Overton,TN,0
3209,Claiborne,TN,0
3210,Pickett,TN,0
3211,Putnam,TN,0
3212,Roane,TN,0
3213,Grainger,TN,0
3214,Hamblen,TN,0
3215,Jefferson,TN,0
3216,Sullivan,TN,0
3217,Stewart,TN,0
3218,Houston,TN,0
3219,Fentress,TN,0
3220,Clay,TN,0
3221,Jackson,TN,0
3222,Campbell,TN,0
3223,Hancock,TN,0
3224,Scott,TN,0
3225,Monroe,TN,0
3226,Hawkins,TN,0
3227,Johnson,TN,0
3376,Anderson,TX,0
3419,Andrews,TX,0
3383,Angelina,TX,0
3242,Aransas,TX,0
3400,Archer,TX,0
3454,Armstrong,TX,0
3254,Atascosa,TX,0
3297,Austin,TX,0
3442,Bailey,TX,0
3303,Bandera,TX,0
3273,Bastrop,TX,0
3327,Baylor,TX,0
3246,Bee,TX,0
3332,Bell,TX,0
3257,Bexar,TX,0
3285,Blanco,TX,0
3428,Borden,TX,0
3320,Bosque,TX,0
3424,Bowie,TX,0
3271,Brazoria,TX,0
3310,Brazos,TX,0
3336,Brewster,TX,0
3449,Briscoe,TX,0
3234,Brooks,TX,0
3342,Brown,TX,0
3311,Burleson,TX,0
3293,Burnet,TX,0
3267,Caldwell,TX,0
3261,Calhoun,TX,0
3291,Callahan,TX,0
3228,Cameron,TX,0
3417,Camp,TX,0
3461,Carson,TX,0
3425,Cass,TX,0
3439,Castro,TX,0
3300,Chambers,TX,0
3381,Cherokee,TX,0
3481,Childress,TX,0
3458,Clay,TX,0
3438,Cochran,TX,0
3304,Coke,TX,0
3284,Coleman,TX,0
3421,Collin,TX,0
3456,Collingsworth,TX,0
3269,Colorado,TX,0
3286,Comal,TX,0
3329,Comanche,TX,0
3272,Concho,TX,0
3446,Cooke,TX,0
3294,Coryell,TX,0
3482,Cottle,TX,0
3302,Crane,TX,0
3352,Crockett,TX,0
3440,Crosby,TX,0
3385,Culberson,TX,0
3472,Dallam,TX,0
3402,Dallas,TX,0
3412,Dawson,TX,0
3453,Deaf Smith,TX,0
3415,Delta,TX,0
3414,Denton,TX,0
3263,DeWitt,TX,0
3451,Dickens,TX,0
3243,Dimmit,TX,0
3455,Donley,TX,0
3237,Duval,TX,0
3356,Eastland,TX,0
3387,Ector,TX,0
3324,Edwards,TX,0
3349,El Paso,TX,0
3396,Ellis,TX,0
3343,Erath,TX,0
3360,Falls,TX,0
3434,Fannin,TX,0
3278,Fayette,TX,0
3316,Fisher,TX,0
3480,Floyd,TX,0
3471,Foard,TX,0
3274,Fort Bend,TX,0
3416,Franklin,TX,0
3374,Freestone,TX,0
3253,Frio,TX,0
3426,Gaines,TX,0
3280,Galveston,TX,0
3432,Garza,TX,0
3307,Gillespie,TX,0
3369,Glasscock,TX,0
3260,Goliad,TX,0
3262,Gonzales,TX,0
3462,Gray,TX,0
3429,Grayson,TX,0
3403,Gregg,TX,0
3379,Grimes,TX,0
3258,Guadalupe,TX,0
3444,Hale,TX,0
3450,Hall,TX,0
3309,Hamilton,TX,0
3474,Hansford,TX,0
3477,Hardeman,TX,0
3321,Hardin,TX,0
3279,Harris,TX,0
3411,Harrison,TX,0
3466,Hartley,TX,0
3290,Haskell,TX,0
3287,Hays,TX,0
3470,Hemphill,TX,0
3392,Henderson,TX,0
3229,Hidalgo,TX,0
3464,Hill,TX,0
3427,Hockley,TX,0
3372,Hood,TX,0
3422,Hopkins,TX,0
3363,Houston,TX,0
3433,Howard,TX,0
3335,Hudspeth,TX,0
3380,Hunt,TX,0
3468,Hutchinson,TX,0
3325,Irion,TX,0
3401,Jack,TX,0
3265,Jackson,TX,0
3347,Jasper,TX,0
3366,Jeff Davis,TX,0
3301,Jefferson,TX,0
3233,Jim Hogg,TX,0
3238,Jim Wells,TX,0
3391,Johnson,TX,0
3283,Jones,TX,0
3255,Karnes,TX,0
3394,Kaufman,TX,0
3281,Kendall,TX,0
3235,Kenedy,TX,0
3370,Kent,TX,0
3289,Kerr,TX,0
3275,Kimble,TX,0
3457,King,TX,0
3256,Kinney,TX,0
3239,Kleberg,TX,0
3445,Knox,TX,0
3244,La Salle,TX,0
3435,Lamar,TX,0
3431,Lamb,TX,0
3308,Lampasas,TX,0
3268,Lavaca,TX,0
3296,Lee,TX,0
3375,Leon,TX,0
3312,Liberty,TX,0
3362,Limestone,TX,0
3476,Lipscomb,TX,0
3241,Live Oak,TX,0
3292,Llano,TX,0
3386,Loving,TX,0
3420,Lubbock,TX,0
3406,Lynn,TX,0
3377,Madison,TX,0
3418,Marion,TX,0
3405,Martin,TX,0
3318,Mason,TX,0
3266,Matagorda,TX,0
3249,Maverick,TX,0
3277,McCulloch,TX,0
3330,McLennan,TX,0
3245,McMullen,TX,0
3252,Medina,TX,0
3341,Menard,TX,0
3388,Midland,TX,0
3344,Milam,TX,0
3319,Mills,TX,0
3340,Mitchell,TX,0
3452,Montague,TX,0
3299,Montgomery,TX,0
3467,Moore,TX,0
3437,Morris,TX,0
3441,Motley,TX,0
3382,Nacogdoches,TX,0
3373,Navarro,TX,0
3348,Newton,TX,0
3305,Nolan,TX,0
3248,Nueces,TX,0
3475,Ochiltree,TX,0
3459,Oldham,TX,0
3334,Orange,TX,0
3390,Palo Pinto,TX,0
3404,Panola,TX,0
3407,Parker,TX,0
3447,Parmer,TX,0
3351,Pecos,TX,0
3364,Polk,TX,0
3460,Potter,TX,0
3350,Presidio,TX,0
3408,Rains,TX,0
3443,Randall,TX,0
3353,Reagan,TX,0
3314,Real,TX,0
3436,Red River,TX,0
3367,Reeves,TX,0
3247,Refugio,TX,0
3469,Roberts,TX,0
3345,Robertson,TX,0
3395,Rockwall,TX,0
3276,Runnels,TX,0
3398,Rusk,TX,0
3365,Sabine,TX,0
3399,San Augustine,TX,0
3346,San Jacinto,TX,0
3240,San Patricio,TX,0
3328,San Saba,TX,0
3315,Schleicher,TX,0
3354,Scurry,TX,0
3306,Shackelford,TX,0
3384,Shelby,TX,0
3473,Sherman,TX,0
3397,Smith,TX,0
3357,Somervell,TX,0
3231,Starr,TX,0
3371,Stephens,TX,0
3339,Sterling,TX,0
3326,Stonewall,TX,0
3338,Sutton,TX,0
3448,Swisher,TX,0
3359,Tarrant,TX,0
3355,Taylor,TX,0
3322,Terrell,TX,0
3413,Terry,TX,0
3317,Throckmorton,TX,0
3423,Titus,TX,0
3282,Tom Green,TX,0
3295,Travis,TX,0
3361,Trinity,TX,0
3333,Tyler,TX,0
3410,Upshur,TX,0
3368,Upton,TX,0
3250,Uvalde,TX,0
3337,Val Verde,TX,0
3393,Van Zandt,TX,0
3264,Victoria,TX,0
3378,Walker,TX,0
3288,Waller,TX,0
3313,Ward,TX,0
3298,Washington,TX,0
3236,Webb,TX,0
3270,Wharton,TX,0
3463,Wheeler,TX,0
3465,Wichita,TX,0
3478,Wilbarger,TX,0
3230,Willacy,TX,0
3331,Williamson,TX,0
3259,Wilson,TX,0
3323,Winkler,TX,0
3358,Wise,TX,0
3409,Wood,TX,0
3430,Yoakum,TX,0
3389,Young,TX,0
3232,Zapata,TX,0
3251,Zavala,TX,0
431,Beaver,UT,0
432,Box Elder,UT,0
433,Cache,UT,0
434,Carbon,UT,0
435,Daggett,UT,0
436,Davis,UT,0
437,Duchesne,UT,0
438,Emery,UT,0
439,Garfield,UT,0
440,Grand,UT,0
441,Iron,UT,0
442,Juab,UT,0
443,Kane,UT,0
444,Millard,UT,0
445,Morgan,UT,0
446,Piute,UT,0
447,Rich,UT,0
448,Salt Lake,UT,0
449,San Juan,UT,0
450,Sanpete,UT,0
451,Sevier,UT,0
452,Summit,UT,0
453,Tooele,UT,0
454,Uintah,UT,0
455,Utah,UT,0
456,Wasatch,UT,0
457,Washington,UT,0
458,Wayne,UT,0
459,Weber,UT,0
3483,Pownal,VT,0
3484,Stamford,VT,0
3485,Readsboro,VT,0
3486,Whitingham,VT,0
3487,Marlboro,VT,0
3488,Halifax,VT,0
3489,Guilford,VT,0
3490,Vernon,VT,0
3491,Woodford,VT,0
3492,Searsburg,VT,0
3493,Wilmington,VT,0
3494,Brattleboro,VT,0
3495,Bennington,VT,0
3496,Dover,VT,0
3497,Newfane,VT,0
3498,Dummerston,VT,0
3499,Sunderland,VT,0
3500,Putney,VT,0
3501,Brookline,VT,0
3502,Shaftsbury,VT,0
3503,Arlington,VT,0
3504,Stratton,VT,0
3505,Wardsboro,VT,0
3506,Townshend,VT,0
3507,Athens,VT,0
3508,Westminster,VT,0
3509,Sandgate,VT,0
3510,Manchester,VT,0
3511,Jamaica,VT,0
3512,Londonderry,VT,0
3513,Windham,VT,0
3514,Grafton,VT,0
3515,Rockingham,VT,0
3516,Rupert,VT,0
3517,Winhall,VT,0
3518,Dorset,VT,0
3519,Peru,VT,0
3520,Landgrove,VT,0
3521,Pawlet,VT,0
3522,Danby,VT,0
3523,Mount Tabor,VT,0
3524,Weston,VT,0
3525,Andover,VT,0
3526,Chester,VT,0
3527,Springfield,VT,0
3528,Wells,VT,0
3529,Middletown Springs,VT,0
3530,Tinmouth,VT,0
3531,Wallingford,VT,0
3532,Mount Holly,VT,0
3533,Ludlow,VT,0
3534,Baltimore,VT,0
3535,Poultney,VT,0
3536,Ira,VT,0
3537,Clarendon,VT,0
3538,Shrewsbury,VT,0
3539,Plymouth,VT,0
3540,Cavendish,VT,0
3541,Weathersfield,VT,0
3542,West Rutland,VT,0
3543,Rutland Town,VT,0
3544,Mendon,VT,0
3545,Bridgewater,VT,0
3546,Reading,VT,0
3547,Windsor,VT,0
3548,West Haven,VT,0
3549,Castleton,VT,0
3550,Proctor,VT,0
3551,Rutland City,VT,0
3552,Killington,VT,0
3553,Woodstock,VT,0
3554,West Windsor,VT,0
3555,Benson,VT,0
3556,Fair Haven,VT,0
3557,Pittsford,VT,0
3558,Pittsfield,VT,0
3559,Stockbridge,VT,0
3560,Hartland,VT,0
3561,Hartford,VT,0
3562,Hubbardton,VT,0
3563,Brandon,VT,0
3564,Chittenden,VT,0
3565,Barnard,VT,0
3566,Royalton,VT,0
3567,Pomfret,VT,0
3568,Sudbury,VT,0
3569,Bethel,VT,0
3570,Sharon,VT,0
3571,Orwell,VT,0
3572,Whiting,VT,0
3573,Leicester,VT,0
3574,Goshen,VT,0
3575,Hancock,VT,0
3576,Granville,VT,0
3577,Ripton,VT,0
3578,Rochester,VT,0
3579,Weybridge,VT,0
3580,Panton,VT,0
3581,Norwich,VT,0
3582,Shoreham,VT,0
3583,Cornwall,VT,0
3584,Salisbury,VT,0
3585,Middlebury,VT,0
3586,New Haven,VT,0
3587,Vergennes,VT,0
3588,Randolph,VT,0
3589,Thetford,VT,0
3590,Charlotte,VT,0
3591,Hinesburg,VT,0
3592,Huntington,VT,0
3593,Bridport,VT,0
3594,Bristol,VT,0
3595,Starksboro,VT,0
3596,West Fairlee,VT,0
3597,Fairlee,VT,0
3598,Shelburne,VT,0
3599,South Burlington,VT,0
3600,Addison,VT,0
3601,Waltham,VT,0
3602,Monkton,VT,0
3603,Braintree,VT,0
3604,Barre City,VT,0
3605,Bradford,VT,0
3606,Saint George,VT,0
3607,Lincoln,VT,0
3608,Ferrisburgh,VT,0
3609,Tunbridge,VT,0
3610,Williston,VT,0
3611,Northfield,VT,0
3612,Warren,VT,0
3613,Roxbury,VT,0
3614,Montpelier,VT,0
3615,Barre Town,VT,0
3616,Burlington,VT,0
3617,Moretown,VT,0
3618,Newbury,VT,0
3619,Berlin,VT,0
3620,Duxbury,VT,0
3621,East Montpelier,VT,0
3622,Ryegate,VT,0
3623,Richmond,VT,0
3624,Bolton,VT,0
3625,Middlesex,VT,0
3626,Waterbury,VT,0
3627,Strafford,VT,0
3628,Barnet,VT,0
3629,Waterford,VT,0
3630,Danville,VT,0
3631,Saint Johnsbury,VT,0
3632,Winooski,VT,0
3633,Worcester,VT,0
3634,Plainfield,VT,0
3635,Brookfield,VT,0
3636,Washington,VT,0
3637,Peacham,VT,0
3638,Colchester,VT,0
3639,Jericho,VT,0
